StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary
2530,8.3,0,3,0,90,4.8,Yes,Yes,74,85,Placed,497405.0
2531,8.5,2,3,2,87,4.4,Yes,Yes,77,71,Placed,557407.0
2532,7.3,1,1,2,76,4.3,No,No,55,70,Placed,743347.0
2533,7.5,1,3,0,83,4.7,Yes,Yes,59,87,Placed,750095.0
2534,6.5,1,2,1,78,4.5,No,No,57,66,NotPlaced,0.0
2535,7.2,1,1,1,73,3.6,No,No,56,65,Placed,736565.0
2536,8.1,1,3,2,90,4.8,Yes,Yes,86,80,Placed,544290.0
2537,7.4,1,1,0,90,4.4,No,Yes,58,63,NotPlaced,0.0
2538,7.4,0,2,2,78,3.8,No,Yes,80,70,NotPlaced,0.0
2539,8.4,2,3,2,90,4.8,Yes,Yes,69,63,Placed,713406.0
2540,7.5,1,3,1,84,4.8,Yes,Yes,72,67,Placed,391379.0
2541,6.8,0,2,2,84,4.5,No,No,67,70,NotPlaced,0.0
2542,8.4,1,2,2,72,4.6,Yes,Yes,70,67,NotPlaced,0.0
2543,8.4,1,3,2,90,4.8,Yes,Yes,85,88,Placed,527822.0
2544,7.6,1,2,0,90,4.8,Yes,Yes,77,86,Placed,486649.0
2545,8.2,0,1,1,85,4.7,Yes,No,81,66,NotPlaced,0.0
2546,8.3,1,3,1,72,4.3,Yes,Yes,55,67,NotPlaced,0.0
2547,6.9,1,2,1,60,4.8,Yes,Yes,69,69,NotPlaced,0.0
2548,8.7,1,3,0,87,4.8,Yes,Yes,65,82,NotPlaced,0.0
2549,7.5,1,1,1,72,4.4,No,Yes,60,69,NotPlaced,0.0
2550,7.6,1,2,0,86,4.2,No,Yes,58,65,NotPlaced,0.0
2551,7.6,2,3,0,78,3.7,Yes,Yes,72,84,Placed,584754.0
2552,8.5,2,1,1,80,3.6,Yes,No,83,68,NotPlaced,0.0
2553,6.9,2,3,3,80,4.8,Yes,No,82,86,Placed,332255.0
2554,8.0,1,3,2,90,4.8,No,Yes,85,88,Placed,718631.0
2555,8.2,2,3,2,90,4.1,Yes,Yes,73,69,Placed,764073.0
2556,8.2,1,3,2,89,4.5,Yes,Yes,84,88,Placed,762803.0
2557,8.4,1,2,2,86,4.8,No,Yes,87,85,Placed,614512.0
2558,8.2,1,3,2,90,4.8,Yes,Yes,75,81,Placed,547609.0
2559,7.5,0,1,0,77,4.3,No,Yes,61,69,NotPlaced,0.0
2560,8.4,1,3,2,90,4.8,Yes,Yes,87,83,Placed,463133.0
2561,8.3,2,3,2,90,4.8,Yes,Yes,68,88,Placed,720931.0
2562,8.4,0,2,2,86,4.7,Yes,Yes,66,87,NotPlaced,0.0
2563,7.5,1,2,0,77,4.8,No,Yes,55,59,NotPlaced,0.0
2564,7.6,1,1,2,73,4.2,Yes,No,64,76,NotPlaced,0.0
2565,7.6,2,2,2,79,4.8,Yes,Yes,76,82,Placed,450127.0
2566,8.3,1,2,0,76,4.4,Yes,Yes,82,84,Placed,692269.0
2567,7.5,1,1,0,68,4.8,No,Yes,63,69,NotPlaced,0.0
2568,7.4,1,1,0,66,3.8,Yes,Yes,62,65,NotPlaced,0.0
2569,8.3,0,1,1,69,4.1,Yes,Yes,60,66,NotPlaced,0.0
2570,8.4,1,3,2,90,4.7,Yes,Yes,81,88,Placed,644683.0
2571,7.1,1,1,0,74,4.7,Yes,No,78,70,NotPlaced,0.0
2572,8.4,0,2,0,81,3.8,Yes,Yes,65,65,Placed,649726.0
2573,8.1,0,3,2,87,4.8,Yes,No,90,83,Placed,629272.0
2574,7.4,1,1,3,74,4.1,No,Yes,61,63,NotPlaced,0.0
2575,7.8,1,1,2,62,3.9,No,No,60,62,NotPlaced,0.0
2576,8.2,2,3,0,81,4.7,Yes,No,79,61,NotPlaced,0.0
2577,7.4,1,3,2,87,4.4,No,Yes,78,72,NotPlaced,0.0
2578,6.6,1,1,1,83,3.9,Yes,No,70,66,NotPlaced,0.0
2579,6.7,0,2,0,82,4.3,No,Yes,55,62,NotPlaced,0.0
2580,6.5,0,1,1,73,3.8,No,Yes,55,71,NotPlaced,0.0
2581,8.0,0,1,1,67,4.1,Yes,Yes,62,61,Placed,439622.0
2582,7.9,1,3,0,78,4.2,No,Yes,55,74,Placed,507309.0
2583,6.5,2,3,2,81,3.3,No,Yes,83,76,Placed,705922.0
2584,8.7,2,3,2,90,4.8,Yes,Yes,81,80,Placed,341731.0
2585,8.8,2,3,2,85,4.7,Yes,No,86,86,Placed,708058.0
2586,6.6,1,1,0,60,4.2,No,Yes,62,67,NotPlaced,0.0
2587,7.4,1,2,0,73,3.3,No,Yes,57,66,NotPlaced,0.0
2588,8.8,1,1,0,69,4.7,Yes,Yes,70,83,NotPlaced,0.0
2589,7.3,2,2,1,85,4.8,No,No,56,69,NotPlaced,0.0
2590,8.5,2,3,2,90,4.7,No,Yes,76,82,Placed,348336.0
2591,7.9,2,2,1,88,4.5,Yes,Yes,83,73,Placed,432998.0
2592,6.6,1,3,2,76,4.5,Yes,Yes,74,84,Placed,559308.0
2593,8.2,2,2,0,72,4.8,No,Yes,72,64,NotPlaced,0.0
2594,7.5,1,2,1,76,4.2,No,Yes,55,71,NotPlaced,0.0
2595,7.7,1,1,0,73,4.0,Yes,Yes,65,75,Placed,491110.0
2596,8.2,2,3,2,90,4.8,Yes,Yes,85,83,Placed,597603.0
2597,7.5,1,2,1,77,4.6,Yes,Yes,84,65,NotPlaced,0.0
2598,7.1,1,1,1,87,4.2,No,No,75,70,NotPlaced,0.0
2599,7.7,1,2,0,84,4.7,No,Yes,72,61,NotPlaced,0.0
2600,7.3,1,1,0,68,4.3,No,No,55,72,NotPlaced,0.0
2601,7.9,0,1,0,69,3.8,No,Yes,66,61,NotPlaced,0.0
2602,8.2,0,2,2,90,4.8,Yes,Yes,77,83,Placed,631484.0
2603,6.8,1,1,0,80,4.3,No,Yes,55,76,Placed,739465.0
2604,7.3,1,1,0,62,4.1,No,No,57,73,NotPlaced,0.0
2605,7.9,2,3,2,90,4.7,Yes,Yes,75,74,Placed,403096.0
2606,8.4,2,3,2,90,4.8,Yes,Yes,81,88,Placed,644876.0
2607,8.6,2,3,2,79,4.8,Yes,Yes,75,86,Placed,483318.0
2608,8.5,1,1,0,80,4.6,No,No,61,69,NotPlaced,0.0
2609,7.8,2,3,0,81,4.5,Yes,Yes,77,81,NotPlaced,0.0
2610,7.3,0,3,2,90,4.1,Yes,Yes,80,80,Placed,767127.0
2611,7.6,0,1,1,65,4.2,Yes,Yes,58,65,NotPlaced,0.0
2612,8.5,0,2,2,86,4.8,No,Yes,55,69,Placed,562562.0
2613,8.5,2,3,2,90,4.8,Yes,Yes,79,80,Placed,457830.0
2614,8.4,2,3,2,90,4.5,Yes,Yes,84,85,NotPlaced,0.0
2615,7.7,0,1,1,72,3.8,Yes,Yes,63,68,NotPlaced,0.0
2616,7.7,0,2,0,80,4.3,No,Yes,75,67,NotPlaced,0.0
2617,7.4,2,1,2,90,4.7,Yes,Yes,81,88,NotPlaced,0.0
2618,6.6,1,1,0,72,4.1,Yes,No,58,64,Placed,437215.0
2619,7.4,1,0,1,67,3.6,No,No,55,63,NotPlaced,0.0
2620,7.9,2,1,0,77,4.3,Yes,No,77,84,NotPlaced,0.0
2621,8.6,2,3,2,84,4.5,Yes,Yes,81,85,Placed,764701.0
2622,7.5,1,1,1,69,3.7,No,No,55,63,NotPlaced,0.0
2623,6.7,1,1,0,70,3.6,No,No,64,69,NotPlaced,0.0
2624,7.8,1,3,2,90,4.1,Yes,No,70,86,NotPlaced,0.0
2625,7.7,1,1,0,82,3.7,No,Yes,55,81,Placed,666235.0
2626,7.6,1,1,0,89,4.2,No,Yes,55,68,NotPlaced,0.0
2627,6.6,1,1,0,87,4.8,No,No,56,65,NotPlaced,0.0
2628,6.7,2,1,2,77,4.1,No,Yes,58,57,NotPlaced,0.0
2629,7.5,1,1,1,65,3.7,Yes,Yes,55,61,NotPlaced,0.0
2630,8.4,1,3,1,80,4.4,Yes,Yes,74,80,NotPlaced,0.0
2631,7.6,1,3,0,80,4.7,No,No,77,70,NotPlaced,0.0
2632,7.5,1,2,0,62,3.9,No,No,71,72,NotPlaced,0.0
2633,8.4,2,2,0,80,4.0,Yes,No,71,84,NotPlaced,0.0
2634,7.5,1,1,0,80,4.7,No,No,56,82,Placed,425924.0
2635,7.9,1,2,1,86,4.6,Yes,Yes,82,62,Placed,728236.0
2636,6.5,0,1,0,76,4.6,Yes,Yes,79,67,NotPlaced,0.0
2637,8.3,1,3,2,90,4.8,Yes,Yes,76,88,Placed,385977.0
2638,8.1,1,3,2,86,4.6,Yes,Yes,88,84,Placed,541518.0
2639,7.6,0,1,0,69,3.4,No,No,60,74,NotPlaced,0.0
2640,8.4,2,3,2,90,4.8,Yes,Yes,85,78,Placed,378750.0
2641,8.0,0,1,0,81,3.1,No,No,65,59,NotPlaced,0.0
2642,8.1,1,2,0,89,4.8,Yes,Yes,77,83,NotPlaced,0.0
2643,8.5,0,2,1,89,4.8,Yes,Yes,56,72,Placed,432769.0
2644,8.9,2,1,2,90,4.7,Yes,Yes,75,84,Placed,518267.0
2645,7.3,1,1,1,80,4.7,No,No,55,67,NotPlaced,0.0
2646,7.0,2,1,0,75,3.8,Yes,Yes,69,67,Placed,694144.0
2647,6.8,1,1,1,65,4.5,No,Yes,55,62,NotPlaced,0.0
2648,7.4,0,1,0,72,3.6,No,No,60,71,NotPlaced,0.0
2649,8.5,1,3,1,89,4.6,Yes,Yes,78,82,NotPlaced,0.0
2650,7.9,2,1,3,70,4.0,Yes,Yes,67,81,Placed,695324.0
2651,8.5,1,2,0,85,4.3,No,Yes,55,83,Placed,614685.0
2652,7.6,0,2,2,76,4.2,Yes,Yes,78,84,NotPlaced,0.0
2653,7.8,2,3,2,90,4.6,Yes,Yes,79,88,Placed,747048.0
2654,7.3,1,1,1,67,3.4,No,No,55,68,NotPlaced,0.0
2655,8.5,1,3,3,88,4.4,Yes,Yes,75,83,Placed,526788.0
2656,8.5,2,2,2,90,4.8,Yes,Yes,84,71,Placed,469889.0
2657,6.5,0,1,2,63,3.9,No,No,59,70,NotPlaced,0.0
2658,7.4,1,3,2,83,4.8,No,Yes,68,88,Placed,490965.0
2659,7.6,1,2,0,75,3.9,Yes,Yes,57,62,NotPlaced,0.0
2660,7.5,1,3,2,78,4.6,Yes,Yes,74,84,Placed,457255.0
2661,8.5,2,2,3,67,4.6,Yes,No,58,80,NotPlaced,0.0
2662,7.5,1,2,0,74,4.3,No,No,55,65,NotPlaced,0.0
2663,6.5,1,1,1,72,4.4,No,No,58,67,NotPlaced,0.0
2664,7.7,0,3,0,83,4.2,Yes,Yes,71,82,NotPlaced,0.0
2665,7.5,0,1,0,80,4.5,Yes,Yes,79,73,NotPlaced,0.0
2666,7.6,1,3,0,72,4.0,Yes,No,66,74,NotPlaced,0.0
2667,8.2,2,3,2,90,4.8,Yes,Yes,73,83,Placed,416207.0
2668,6.5,0,1,1,60,3.2,No,No,62,74,NotPlaced,0.0
2669,6.9,0,1,0,73,3.0,No,No,62,62,NotPlaced,0.0
2670,8.6,2,3,2,90,4.8,Yes,Yes,75,78,Placed,570659.0
2671,6.8,1,1,0,82,4.2,No,No,59,72,NotPlaced,0.0
2672,8.4,1,1,1,82,4.3,Yes,Yes,60,82,NotPlaced,0.0
2673,6.7,1,2,0,90,4.7,Yes,Yes,55,82,Placed,365393.0
2674,7.5,1,1,2,78,4.4,No,Yes,76,74,NotPlaced,0.0
2675,8.1,1,1,1,78,4.3,No,Yes,58,63,NotPlaced,0.0
2676,8.3,1,3,1,81,4.3,Yes,Yes,79,88,NotPlaced,0.0
2677,6.5,0,1,0,72,4.6,No,No,79,58,NotPlaced,0.0
2678,7.2,1,2,3,78,4.5,Yes,Yes,70,74,NotPlaced,0.0
2679,8.5,1,3,2,84,4.6,Yes,Yes,74,85,Placed,378326.0
2680,7.2,1,1,1,66,3.8,Yes,No,67,67,NotPlaced,0.0
2681,6.5,1,1,0,77,3.9,Yes,No,67,71,NotPlaced,0.0
2682,6.5,1,1,1,79,3.8,No,Yes,60,69,NotPlaced,0.0
2683,6.5,0,2,0,79,3.6,No,Yes,72,70,NotPlaced,0.0
2684,6.5,1,2,0,73,3.6,Yes,Yes,84,72,NotPlaced,0.0
2685,7.0,1,2,0,72,4.1,No,Yes,71,73,NotPlaced,0.0
2686,8.4,1,3,1,83,4.2,Yes,Yes,85,81,Placed,389211.0
2687,7.9,1,3,0,83,4.6,Yes,Yes,81,68,Placed,382961.0
2688,8.5,2,3,1,90,4.7,Yes,Yes,72,77,Placed,352377.0
2689,8.4,1,3,2,77,4.5,Yes,Yes,82,80,Placed,397104.0
2690,6.5,1,2,0,84,4.7,No,Yes,55,60,NotPlaced,0.0
2691,6.5,1,2,1,73,4.1,No,Yes,65,68,NotPlaced,0.0
2692,7.6,1,2,0,80,3.7,No,Yes,69,63,NotPlaced,0.0
2693,8.4,1,3,2,86,4.7,Yes,Yes,80,84,Placed,764192.0
2694,8.3,0,1,2,84,4.8,Yes,Yes,83,82,Placed,514184.0
2695,7.6,1,2,0,73,4.4,No,Yes,56,66,Placed,772793.0
2696,7.7,1,1,1,66,3.3,No,No,55,62,NotPlaced,0.0
2697,7.2,1,2,0,69,4.5,No,Yes,56,67,Placed,700535.0
2698,8.3,2,2,2,77,4.0,Yes,Yes,84,81,Placed,666785.0
2699,8.6,1,3,1,85,4.6,Yes,Yes,71,84,Placed,466976.0
2700,8.4,2,3,2,90,4.8,Yes,Yes,75,84,Placed,387897.0
2701,6.7,1,1,0,86,4.8,No,Yes,55,64,Placed,580806.0
2702,7.3,0,1,0,81,4.2,No,Yes,59,60,NotPlaced,0.0
2703,8.5,2,3,2,90,4.8,Yes,Yes,83,85,Placed,706760.0
2704,7.3,1,1,0,78,3.7,No,No,55,70,NotPlaced,0.0
2705,7.5,1,2,2,72,4.1,Yes,Yes,66,70,NotPlaced,0.0
2706,8.6,2,3,2,90,4.7,Yes,Yes,85,82,Placed,521736.0
2707,8.8,1,3,3,90,4.8,Yes,Yes,75,84,NotPlaced,0.0
2708,7.5,0,2,0,80,4.4,No,Yes,65,68,NotPlaced,0.0
2709,8.5,2,1,2,83,4.3,Yes,Yes,65,84,NotPlaced,0.0
2710,7.9,2,3,2,90,4.8,Yes,Yes,81,87,Placed,366266.0
2711,6.6,1,1,1,71,4.0,No,Yes,55,63,NotPlaced,0.0
2712,8.5,2,3,2,90,4.7,Yes,Yes,80,84,Placed,715877.0
2713,6.8,1,1,0,73,4.3,No,No,63,68,NotPlaced,0.0
2714,8.6,1,2,2,76,4.4,Yes,No,79,84,NotPlaced,0.0
2715,6.5,1,1,1,79,4.2,Yes,Yes,82,69,Placed,648045.0
2716,6.5,1,1,0,69,4.3,No,Yes,55,68,NotPlaced,0.0
2717,6.5,0,3,0,71,3.8,No,Yes,63,66,NotPlaced,0.0
2718,8.4,0,3,0,86,4.6,Yes,Yes,90,83,Placed,419656.0
2719,6.5,0,1,0,68,3.6,No,Yes,60,75,NotPlaced,0.0
2720,8.2,0,3,2,78,4.8,Yes,No,61,71,Placed,409511.0
2721,7.5,1,1,0,69,4.3,No,No,60,71,NotPlaced,0.0
2722,7.4,0,1,1,69,3.5,No,Yes,57,85,NotPlaced,0.0
2723,8.3,2,2,0,78,4.1,No,Yes,60,83,Placed,677855.0
2724,7.7,0,3,0,87,4.7,Yes,Yes,81,60,Placed,650002.0
2725,7.4,1,1,2,84,4.7,Yes,Yes,80,75,Placed,659510.0
2726,8.4,1,2,0,78,4.2,Yes,Yes,69,70,NotPlaced,0.0
2727,7.6,1,3,2,84,4.2,Yes,Yes,75,83,NotPlaced,0.0
2728,7.9,0,3,1,77,4.0,Yes,Yes,55,61,NotPlaced,0.0
2729,7.6,1,1,0,75,3.6,No,Yes,55,68,NotPlaced,0.0
2730,7.6,0,2,0,79,4.6,No,Yes,76,72,NotPlaced,0.0
2731,6.6,1,2,1,62,3.4,No,Yes,58,62,NotPlaced,0.0
2732,8.1,1,3,2,89,4.8,Yes,Yes,75,82,Placed,690052.0
2733,7.4,1,2,1,71,4.3,Yes,Yes,67,73,NotPlaced,0.0
2734,7.7,2,3,2,90,4.8,Yes,Yes,81,85,Placed,631957.0
2735,6.5,1,1,1,72,3.3,No,Yes,55,62,NotPlaced,0.0
2736,8.1,2,3,2,90,4.7,Yes,Yes,76,88,Placed,631168.0
2737,7.6,2,2,1,84,4.8,Yes,Yes,90,84,NotPlaced,0.0
2738,7.9,0,1,2,77,4.8,Yes,Yes,83,82,Placed,395733.0
2739,8.5,1,3,2,88,4.8,Yes,Yes,83,83,NotPlaced,0.0
2740,8.1,2,3,2,82,4.7,Yes,Yes,83,86,Placed,724008.0
2741,8.4,2,3,0,86,4.7,Yes,Yes,84,83,Placed,641135.0
2742,8.8,2,3,2,90,4.8,Yes,Yes,77,81,Placed,667043.0
2743,7.6,1,3,0,80,4.8,Yes,Yes,73,78,Placed,739110.0
2744,8.3,2,3,2,90,4.8,Yes,Yes,80,88,Placed,690422.0
2745,8.2,0,1,1,68,3.8,Yes,No,79,83,Placed,524802.0
2746,6.5,0,1,0,72,4.1,No,No,56,68,NotPlaced,0.0
2747,7.7,2,3,0,71,3.8,No,No,73,74,NotPlaced,0.0
2748,7.9,1,2,1,70,4.3,No,Yes,58,71,NotPlaced,0.0
2749,8.1,2,3,2,85,4.6,Yes,Yes,82,85,Placed,438997.0
2750,8.6,1,3,0,90,4.8,Yes,Yes,87,81,Placed,345508.0
2751,7.7,0,2,1,72,4.4,No,Yes,58,66,NotPlaced,0.0
2752,8.6,0,3,2,90,4.8,Yes,Yes,77,83,Placed,505671.0
2753,8.1,1,2,0,81,4.2,No,No,55,70,NotPlaced,0.0
2754,6.5,1,1,0,70,4.2,No,Yes,63,72,NotPlaced,0.0
2755,8.2,1,2,2,80,4.4,Yes,Yes,68,87,Placed,368052.0
2756,8.4,2,3,2,90,4.4,Yes,Yes,74,88,Placed,770462.0
2757,8.4,2,3,2,90,4.8,Yes,Yes,81,81,Placed,566412.0
2758,8.6,1,3,3,78,4.7,Yes,Yes,76,87,Placed,438052.0
2759,6.5,1,1,1,74,3.8,No,No,69,64,NotPlaced,0.0
2760,7.5,2,1,1,82,4.7,No,No,76,68,NotPlaced,0.0
2761,8.3,1,1,3,76,4.2,No,Yes,56,83,NotPlaced,0.0
2762,8.0,0,3,2,87,4.5,Yes,Yes,83,81,Placed,511564.0
2763,7.6,2,1,0,90,4.8,No,Yes,68,74,NotPlaced,0.0
2764,8.0,0,3,1,86,4.3,Yes,Yes,75,66,Placed,439442.0
2765,8.5,1,1,2,90,4.7,Yes,Yes,75,88,Placed,704871.0
2766,8.4,2,1,1,79,4.3,Yes,Yes,74,68,Placed,473799.0
2767,8.2,0,3,0,90,4.5,Yes,No,88,77,NotPlaced,0.0
2768,7.9,0,3,2,89,4.7,Yes,Yes,78,82,Placed,722982.0
2769,6.5,0,2,2,77,4.6,No,Yes,72,83,NotPlaced,0.0
2770,8.1,0,1,0,68,4.2,No,No,55,59,NotPlaced,0.0
2771,7.3,0,1,0,64,3.7,No,No,62,72,NotPlaced,0.0
2772,8.5,0,1,2,83,4.2,Yes,No,79,73,Placed,362107.0
2773,8.3,1,3,2,87,4.8,Yes,Yes,79,85,Placed,737474.0
2774,7.7,0,3,0,83,4.5,Yes,Yes,80,82,NotPlaced,0.0
2775,9.0,0,3,2,86,4.8,Yes,Yes,79,86,Placed,324888.0
2776,7.0,1,2,1,78,4.0,No,No,55,71,NotPlaced,0.0
2777,7.5,1,1,1,71,4.5,No,No,55,69,NotPlaced,0.0
2778,7.1,0,1,1,69,4.8,No,No,65,66,NotPlaced,0.0
2779,8.2,1,2,2,71,4.4,Yes,Yes,73,87,Placed,588093.0
2780,8.1,2,3,2,82,4.2,Yes,Yes,72,82,NotPlaced,0.0
2781,7.3,0,1,1,84,4.7,No,No,55,68,NotPlaced,0.0
2782,8.4,1,3,1,79,4.0,Yes,Yes,80,83,NotPlaced,0.0
2783,7.5,1,2,2,89,4.8,Yes,Yes,70,84,Placed,375628.0
2784,7.5,1,3,1,84,4.0,Yes,No,74,70,Placed,317881.0
2785,7.4,1,3,0,85,4.6,No,No,62,65,NotPlaced,0.0
2786,6.5,1,1,1,76,4.2,No,Yes,63,67,NotPlaced,0.0
2787,6.8,1,3,2,83,4.7,Yes,No,64,80,NotPlaced,0.0
2788,8.6,1,3,2,87,4.1,Yes,Yes,80,86,Placed,362277.0
2789,6.8,0,1,0,84,4.1,Yes,Yes,62,86,Placed,762496.0
2790,7.5,1,1,1,77,3.8,No,Yes,63,65,NotPlaced,0.0
2791,8.4,1,3,2,85,4.2,Yes,Yes,89,88,Placed,353345.0
2792,6.7,2,1,2,82,4.6,Yes,Yes,82,70,NotPlaced,0.0
2793,8.5,1,2,0,87,4.7,No,Yes,55,70,Placed,352729.0
2794,8.2,0,3,0,86,4.0,Yes,Yes,67,80,Placed,643353.0
2795,6.5,1,1,1,79,4.4,Yes,Yes,74,71,NotPlaced,0.0
2796,8.1,1,3,2,90,4.5,Yes,Yes,76,82,Placed,710967.0
2797,7.0,0,1,0,69,4.5,Yes,No,62,67,NotPlaced,0.0
2798,7.5,0,1,1,72,3.5,No,Yes,55,65,NotPlaced,0.0
2799,7.9,1,1,0,80,3.8,No,No,55,72,NotPlaced,0.0
2800,6.9,0,1,0,70,4.3,No,No,57,63,NotPlaced,0.0
2801,8.8,1,3,2,90,4.8,Yes,Yes,81,88,Placed,418375.0
2802,8.4,2,3,2,90,4.8,Yes,Yes,82,80,NotPlaced,0.0
2803,8.3,1,3,2,87,4.4,Yes,Yes,76,83,Placed,491434.0
2804,6.7,1,3,1,76,4.4,Yes,Yes,84,83,Placed,591577.0
2805,7.4,1,1,1,77,4.1,No,No,55,64,NotPlaced,0.0
2806,7.4,2,3,2,75,4.2,No,Yes,80,66,NotPlaced,0.0
2807,6.7,1,1,0,74,3.9,Yes,Yes,74,66,NotPlaced,0.0
2808,7.7,1,2,1,81,4.8,Yes,Yes,81,82,Placed,412560.0
2809,7.5,0,1,1,67,4.4,No,Yes,80,60,NotPlaced,0.0
2810,6.5,1,1,0,77,3.9,Yes,Yes,78,67,NotPlaced,0.0
2811,6.5,1,2,1,89,4.6,No,Yes,75,73,NotPlaced,0.0
2812,8.5,1,3,1,82,4.7,Yes,Yes,80,70,Placed,516614.0
2813,7.9,1,2,2,90,4.2,Yes,Yes,81,86,Placed,630856.0
2814,7.2,1,1,1,67,4.3,No,No,74,72,NotPlaced,0.0
2815,7.4,2,2,1,74,3.8,No,Yes,55,69,NotPlaced,0.0
2816,8.6,1,2,0,80,4.2,No,No,55,68,NotPlaced,0.0
2817,8.5,0,3,2,90,4.7,Yes,Yes,81,81,Placed,447122.0
2818,8.4,2,2,3,90,4.6,Yes,Yes,77,83,Placed,409456.0
2819,7.5,1,1,1,79,3.2,No,Yes,61,65,NotPlaced,0.0
2820,7.8,1,2,0,75,4.5,No,Yes,55,71,Placed,762010.0
2821,8.1,2,3,2,90,4.8,Yes,Yes,81,87,Placed,575441.0
2822,8.6,2,3,2,79,4.8,Yes,Yes,78,78,Placed,365900.0
2823,7.6,1,3,1,86,4.6,Yes,Yes,67,62,NotPlaced,0.0
2824,7.5,1,3,3,68,4.1,Yes,Yes,67,71,NotPlaced,0.0
2825,7.3,1,1,0,84,4.5,No,Yes,55,75,NotPlaced,0.0
2826,6.5,1,2,1,74,3.2,No,No,59,68,NotPlaced,0.0
2827,6.6,0,1,0,61,3.8,No,No,66,61,NotPlaced,0.0
2828,7.8,1,1,1,83,4.0,No,Yes,67,69,Placed,649794.0
2829,7.5,1,1,1,60,3.0,No,No,60,69,NotPlaced,0.0
2830,8.4,2,2,2,77,4.8,Yes,Yes,71,84,Placed,446306.0
2831,7.1,2,3,2,88,4.5,Yes,Yes,75,70,Placed,345814.0
2832,8.0,2,3,1,73,4.4,Yes,Yes,81,68,NotPlaced,0.0
2833,7.2,1,3,2,80,4.6,No,No,79,84,Placed,466706.0
2834,8.1,1,2,2,84,4.3,Yes,Yes,75,84,NotPlaced,0.0
2835,6.6,1,2,0,60,4.7,Yes,Yes,55,69,NotPlaced,0.0
2836,8.6,2,2,1,74,4.0,No,No,59,63,NotPlaced,0.0
2837,6.8,1,1,1,71,4.3,No,Yes,60,62,NotPlaced,0.0
2838,7.3,1,1,0,70,3.9,No,No,61,64,NotPlaced,0.0
2839,7.9,1,2,1,86,4.8,No,Yes,70,60,NotPlaced,0.0
2840,7.5,1,1,0,71,4.0,No,No,60,57,NotPlaced,0.0
2841,8.2,2,3,2,90,4.7,Yes,Yes,83,78,Placed,318194.0
2842,6.5,1,2,1,71,4.3,No,Yes,55,70,NotPlaced,0.0
2843,8.0,1,2,0,86,4.8,Yes,Yes,67,73,NotPlaced,0.0
2844,8.1,1,3,1,68,4.7,No,Yes,59,68,NotPlaced,0.0
2845,8.4,2,3,2,79,4.4,Yes,No,80,79,NotPlaced,0.0
2846,6.5,1,3,0,64,4.6,No,No,71,64,NotPlaced,0.0
2847,8.4,1,3,0,87,4.3,Yes,Yes,59,81,NotPlaced,0.0
2848,8.4,1,3,0,81,4.8,Yes,Yes,85,88,Placed,579903.0
2849,8.4,2,3,1,80,4.6,Yes,Yes,75,79,NotPlaced,0.0
2850,7.9,0,3,1,90,4.4,Yes,Yes,82,87,Placed,680678.0
2851,6.8,1,2,0,67,3.2,No,No,55,68,NotPlaced,0.0
2852,7.3,1,3,0,90,4.7,Yes,Yes,76,88,NotPlaced,0.0
2853,7.7,1,1,0,72,4.2,No,No,55,66,NotPlaced,0.0
2854,7.3,1,1,0,66,3.8,No,No,60,73,NotPlaced,0.0
2855,8.5,2,3,0,89,4.8,Yes,Yes,82,70,Placed,550680.0
2856,8.1,1,3,2,88,4.4,No,Yes,55,88,Placed,334054.0
2857,8.0,2,3,2,90,4.8,Yes,Yes,82,83,Placed,548586.0
2858,8.8,0,1,2,90,4.8,Yes,Yes,82,82,NotPlaced,0.0
2859,8.1,2,3,2,90,4.7,Yes,Yes,82,85,Placed,528582.0
2860,7.6,2,3,0,78,4.8,Yes,Yes,74,87,Placed,632005.0
2861,8.4,2,3,0,90,4.8,Yes,Yes,70,88,Placed,522796.0
2862,7.9,1,3,1,75,4.6,Yes,Yes,80,81,NotPlaced,0.0
2863,8.3,2,2,2,90,4.7,Yes,No,73,81,NotPlaced,0.0
2864,8.5,2,2,2,65,4.4,Yes,Yes,57,81,NotPlaced,0.0
2865,8.4,2,3,2,90,4.8,Yes,Yes,76,88,Placed,490120.0
2866,8.6,2,3,2,89,4.8,Yes,Yes,79,85,NotPlaced,0.0
2867,7.7,1,3,1,76,4.0,No,No,65,61,NotPlaced,0.0
2868,7.6,1,1,0,83,4.0,No,No,55,60,NotPlaced,0.0
2869,8.2,2,3,2,81,4.8,Yes,Yes,83,82,Placed,400850.0
2870,8.0,2,3,0,90,4.3,No,Yes,83,83,Placed,334963.0
2871,6.5,1,1,0,78,4.5,Yes,Yes,55,77,NotPlaced,0.0
2872,7.7,0,2,0,80,4.3,No,Yes,55,68,NotPlaced,0.0
2873,8.3,2,3,2,90,4.8,Yes,Yes,74,88,Placed,340353.0
2874,7.3,1,2,0,81,3.7,Yes,Yes,68,85,NotPlaced,0.0
2875,6.5,0,3,0,72,4.1,No,Yes,70,64,NotPlaced,0.0
2876,7.5,1,2,0,79,4.7,No,No,69,67,NotPlaced,0.0
2877,7.8,1,2,0,78,4.8,No,Yes,57,74,NotPlaced,0.0
2878,7.3,1,2,0,66,4.6,No,Yes,59,72,NotPlaced,0.0
